Mouse 	Cage 	Day	Gender	Co_Housed	Genotype	Treatment_Grp	Treatment_1	Treatment_2	Colonization_stat630	CFU_g	Experiment 
005_1	5	22	male	no	RAG	630_VPI 	630	VPI	colonized	46000000	2014_pilot
005_1	5	34	male	no	RAG	630_VPI 	630	VPI	colonized	70000000	2014_pilot
005_1	5	41	male	no	RAG	630_VPI 	630	VPI	colonized	160000000	2014_pilot
005_1	5	42	male	no	RAG	630_VPI 	630	VPI	colonized	63000000	2014_pilot
005_2	5	1	male	no	RAG	630_VPI 	630	VPI	colonized	228000	2014_pilot
005_2	5	4	male	no	RAG	630_VPI 	630	VPI	colonized	66000000	2014_pilot
005_2	5	7	male	no	RAG	630_VPI 	630	VPI	colonized	25000000	2014_pilot
005_2	5	10	male	no	RAG	630_VPI 	630	VPI	colonized	78000000	2014_pilot
005_2	5	13	male	no	RAG	630_VPI 	630	VPI	colonized	59000000	2014_pilot
005_2	5	16	male	no	RAG	630_VPI 	630	VPI	colonized	7000000	2014_pilot
005_2	5	19	male	no	RAG	630_VPI 	630	VPI	colonized	146000000	2014_pilot
005_2	5	22	male	no	RAG	630_VPI 	630	VPI	colonized	93000000	2014_pilot
005_2	5	34	male	no	RAG	630_VPI 	630	VPI	colonized	20000000	2014_pilot
005_2	5	41	male	no	RAG	630_VPI 	630	VPI	colonized	170000000	2014_pilot
005_2	5	42	male	no	RAG	630_VPI 	630	VPI	colonized	31000000	2014_pilot
926_2	926	1	male	no	WT	630_VPI 	630	VPI	cleared 	330000000	2014_pilot
926_2	926	4	male	no	WT	630_VPI 	630	VPI	cleared 	19200000	2014_pilot
926_2	926	7	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_2	926	10	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_2	926	13	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_2	926	16	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_2	926	19	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_2	926	22	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_2	926	34	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_2	926	41	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_2	926	42	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_3	926	1	male	no	WT	630_VPI 	630	VPI	cleared 	240000000	2014_pilot
926_3	926	4	male	no	WT	630_VPI 	630	VPI	cleared 	5400000	2014_pilot
926_3	926	7	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_3	926	10	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_3	926	13	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_3	926	16	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_3	926	19	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_3	926	22	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_3	926	34	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_3	926	41	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_3	926	42	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_4	926	1	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_4	926	4	male	no	WT	630_VPI 	630	VPI	cleared 	4000	2014_pilot
926_4	926	7	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_4	926	10	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_4	926	13	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_4	926	16	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_4	926	19	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_4	926	22	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_4	926	34	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_4	926	41	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
926_4	926	42	male	no	WT	630_VPI 	630	VPI	cleared 	100	2014_pilot
937_1	937	1	male	yes	WT	630_VPI 	630	VPI	colonized	25500000	2014_pilot
937_1	937	4	male	yes	WT	630_VPI 	630	VPI	colonized	86000000	2014_pilot
937_1	937	7	male	yes	WT	630_VPI 	630	VPI	colonized	65000000	2014_pilot
937_1	937	10	male	yes	WT	630_VPI 	630	VPI	colonized	42000000	2014_pilot
937_1	937	13	male	yes	WT	630_VPI 	630	VPI	colonized	65000000	2014_pilot
937_1	937	16	male	yes	WT	630_VPI 	630	VPI	colonized	57000000	2014_pilot
937_1	937	19	male	yes	WT	630_VPI 	630	VPI	colonized	35000000	2014_pilot
937_1	937	22	male	yes	WT	630_VPI 	630	VPI	colonized	30000000	2014_pilot
937_1	937	34	male	yes	WT	630_VPI 	630	VPI	colonized	43000000	2014_pilot
937_1	937	41	male	yes	WT	630_VPI 	630	VPI	colonized	12500000	2014_pilot
937_1	937	42	male	yes	WT	630_VPI 	630	VPI	colonized	89000000	2014_pilot
937_2	937	1	male	yes	RAG	630_VPI 	630	VPI	colonized	31600000	2014_pilot
937_2	937	4	male	yes	RAG	630_VPI 	630	VPI	colonized	66000000	2014_pilot
937_2	937	7	male	yes	RAG	630_VPI 	630	VPI	colonized	69000000	2014_pilot
937_2	937	10	male	yes	RAG	630_VPI 	630	VPI	colonized	94000000	2014_pilot
937_2	937	13	male	yes	RAG	630_VPI 	630	VPI	colonized	55000000	2014_pilot
937_2	937	16	male	yes	RAG	630_VPI 	630	VPI	colonized	59000000	2014_pilot
937_2	937	19	male	yes	RAG	630_VPI 	630	VPI	colonized	31000000	2014_pilot
937_2	937	22	male	yes	RAG	630_VPI 	630	VPI	colonized	43000000	2014_pilot
937_2	937	34	male	yes	RAG	630_VPI 	630	VPI	colonized	34000000	2014_pilot
937_2	937	41	male	yes	RAG	630_VPI 	630	VPI	colonized	25000000	2014_pilot
937_2	937	42	male	yes	RAG	630_VPI 	630	VPI	colonized	128000000	2014_pilot
927_1	927	1	female	no	WT	630_VPI 	630	VPI	colonized	50000	2014_pilot
927_1	927	4	female	no	WT	630_VPI 	630	VPI	colonized	59000000	2014_pilot
927_1	927	7	female	no	WT	630_VPI 	630	VPI	colonized	30000000	2014_pilot
927_1	927	10	female	no	WT	630_VPI 	630	VPI	colonized	19000000	2014_pilot
927_1	927	13	female	no	WT	630_VPI 	630	VPI	colonized	25000000	2014_pilot
927_1	927	16	female	no	WT	630_VPI 	630	VPI	colonized	33000000	2014_pilot
927_1	927	19	female	no	WT	630_VPI 	630	VPI	colonized	27000000	2014_pilot
927_1	927	22	female	no	WT	630_VPI 	630	VPI	colonized	7800000	2014_pilot
927_1	927	34	female	no	WT	630_VPI 	630	VPI	colonized	80000	2014_pilot
927_1	927	41	female	no	WT	630_VPI 	630	VPI	colonized	1600000	2014_pilot
927_1	927	42	female	no	WT	630_VPI 	630	VPI	colonized	35000000	2014_pilot
927_2	927	1	female	no	WT	630_VPI 	630	VPI	colonized	1400000	2014_pilot
927_2	927	4	female	no	WT	630_VPI 	630	VPI	colonized	29000000	2014_pilot
927_2	927	7	female	no	WT	630_VPI 	630	VPI	colonized	59000000	2014_pilot
927_2	927	10	female	no	WT	630_VPI 	630	VPI	colonized	36000000	2014_pilot
927_2	927	13	female	no	WT	630_VPI 	630	VPI	colonized	34000000	2014_pilot
927_2	927	16	female	no	WT	630_VPI 	630	VPI	colonized	24000000	2014_pilot
927_2	927	19	female	no	WT	630_VPI 	630	VPI	colonized	84000000	2014_pilot
927_2	927	22	female	no	WT	630_VPI 	630	VPI	colonized	3000000	2014_pilot
927_2	927	34	female	no	WT	630_VPI 	630	VPI	colonized	26000000	2014_pilot
927_2	927	41	female	no	WT	630_VPI 	630	VPI	colonized	2300000	2014_pilot
927_2	927	42	female	no	WT	630_VPI 	630	VPI	colonized	30000000	2014_pilot
710_1	710	1	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2014_pilot
710_1	710	4	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_1	710	7	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_1	710	10	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_1	710	13	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_1	710	16	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_1	710	19	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_1	710	22	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_1	710	25	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_1	710	28	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_1	710	31	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_1	710	34	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_1	710	37	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_1	710	40	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_1	710	42	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	1	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	4	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	7	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	10	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	13	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	16	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	19	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	22	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	25	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	28	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	31	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	34	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	37	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	40	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_2	710	42	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	1	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	4	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	7	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	10	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	13	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	16	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	19	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	22	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	25	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	28	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	31	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	34	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	37	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	40	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_3	710	42	female	no	WT	Naive_Mock	mock	mock	unchallenged	100	2013
710_4	710	1	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_4	710	4	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_4	710	7	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_4	710	10	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_4	710	13	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_4	710	16	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_4	710	19	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_4	710	22	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_4	710	25	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_4	710	28	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_4	710	31	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_4	710	34	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_4	710	37	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_4	710	40	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_4	710	42	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	1	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	4	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	7	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	10	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	13	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	16	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	19	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	22	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	25	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	28	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	31	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	34	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	37	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	40	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
710_5	710	42	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_1	711	1	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_1	711	4	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_1	711	7	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_1	711	10	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_1	711	13	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_1	711	16	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_1	711	19	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_1	711	22	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_1	711	25	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_1	711	28	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_1	711	31	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_1	711	34	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_1	711	37	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_1	711	40	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_1	711	42	female	no	WT	Naive_VPI	mock	mock	unchallenged	100	2013
711_2	711	1	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_2	711	4	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_2	711	7	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_2	711	10	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_2	711	13	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_2	711	16	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_2	711	19	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_2	711	22	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_2	711	25	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_2	711	28	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_2	711	31	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_2	711	34	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_2	711	37	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_2	711	40	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_2	711	42	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	1	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	4	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	7	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	10	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	13	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	16	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	19	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	22	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	25	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	28	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	31	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	34	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	37	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	40	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
711_3	711	42	female	no	WT	Naive_VPI	mock	VPI	unchallenged	100	2013
712_1	712	1	female	no	WT	630_Mock	630	mock	colonized	59000000	2013
712_1	712	4	female	no	WT	630_Mock	630	mock	colonized	160000000	2013
712_1	712	7	female	no	WT	630_Mock	630	mock	colonized	45000000	2013
712_1	712	10	female	no	WT	630_Mock	630	mock	colonized	11500000	2013
712_1	712	13	female	no	WT	630_Mock	630	mock	colonized	2900000	2013
712_1	712	16	female	no	WT	630_Mock	630	mock	colonized	20500000	2013
712_1	712	19	female	no	WT	630_Mock	630	mock	colonized	9600000	2013
712_1	712	22	female	no	WT	630_Mock	630	mock	colonized	17900000	2013
712_1	712	25	female	no	WT	630_Mock	630	mock	colonized	9600000	2013
712_1	712	28	female	no	WT	630_Mock	630	mock	colonized	11100000	2013
712_1	712	31	female	no	WT	630_Mock	630	mock	colonized	18500000	2013
712_1	712	34	female	no	WT	630_Mock	630	mock	colonized	23000000	2013
712_1	712	37	female	no	WT	630_Mock	630	mock	colonized	24900000	2013
712_1	712	40	female	no	WT	630_Mock	630	mock	colonized	13300000	2013
712_1	712	42	female	no	WT	630_Mock	630	mock	colonized	59000000	2013
712_2	712	1	female	no	WT	630_Mock	630	mock	colonized	63000000	2013
712_2	712	4	female	no	WT	630_Mock	630	mock	colonized	31000000	2013
712_2	712	7	female	no	WT	630_Mock	630	mock	colonized	43000000	2013
712_2	712	10	female	no	WT	630_Mock	630	mock	colonized	11900000	2013
712_2	712	13	female	no	WT	630_Mock	630	mock	colonized	4800000	2013
712_2	712	16	female	no	WT	630_Mock	630	mock	colonized	13400000	2013
712_2	712	19	female	no	WT	630_Mock	630	mock	colonized	5200000	2013
712_2	712	22	female	no	WT	630_Mock	630	mock	colonized	8100000	2013
712_2	712	25	female	no	WT	630_Mock	630	mock	colonized	8700000	2013
712_2	712	28	female	no	WT	630_Mock	630	mock	colonized	13200000	2013
712_2	712	31	female	no	WT	630_Mock	630	mock	colonized	7200000	2013
712_2	712	34	female	no	WT	630_Mock	630	mock	colonized	34000000	2013
712_2	712	37	female	no	WT	630_Mock	630	mock	colonized	27000000	2013
712_2	712	40	female	no	WT	630_Mock	630	mock	colonized	19500000	2013
712_2	712	42	female	no	WT	630_Mock	630	mock	colonized	100000000	2013
712_3	712	1	female	no	WT	630_VPI 	630	VPI	colonized	7300000	2013
712_3	712	4	female	no	WT	630_VPI 	630	VPI	colonized	96000000	2013
712_3	712	7	female	no	WT	630_VPI 	630	VPI	colonized	36000000	2013
712_3	712	10	female	no	WT	630_VPI 	630	VPI	colonized	9900000	2013
712_3	712	13	female	no	WT	630_VPI 	630	VPI	colonized	1700000	2013
712_3	712	16	female	no	WT	630_VPI 	630	VPI	colonized	13700000	2013
712_3	712	19	female	no	WT	630_VPI 	630	VPI	colonized	9400000	2013
712_3	712	22	female	no	WT	630_VPI 	630	VPI	colonized	9000000	2013
712_3	712	25	female	no	WT	630_VPI 	630	VPI	colonized	8300000	2013
712_3	712	28	female	no	WT	630_VPI 	630	VPI	colonized	8500000	2013
712_3	712	31	female	no	WT	630_VPI 	630	VPI	colonized	38000000	2013
712_3	712	34	female	no	WT	630_VPI 	630	VPI	colonized	7000000	2013
712_3	712	37	female	no	WT	630_VPI 	630	VPI	colonized	16200000	2013
712_3	712	40	female	no	WT	630_VPI 	630	VPI	colonized	12500000	2013
712_3	712	42	female	no	WT	630_VPI 	630	VPI	colonized	60000000	2013
712_4	712	1	female	no	WT	630_VPI 	630	VPI	colonized	29000000	2013
712_4	712	4	female	no	WT	630_VPI 	630	VPI	colonized	43000000	2013
712_4	712	7	female	no	WT	630_VPI 	630	VPI	colonized	33000000	2013
712_4	712	10	female	no	WT	630_VPI 	630	VPI	colonized	7500000	2013
712_4	712	13	female	no	WT	630_VPI 	630	VPI	colonized	3200000	2013
712_4	712	16	female	no	WT	630_VPI 	630	VPI	colonized	4800000	2013
712_4	712	19	female	no	WT	630_VPI 	630	VPI	colonized	2900000	2013
712_4	712	22	female	no	WT	630_VPI 	630	VPI	colonized	11000000	2013
712_4	712	25	female	no	WT	630_VPI 	630	VPI	colonized	4000000	2013
712_4	712	28	female	no	WT	630_VPI 	630	VPI	colonized	10400000	2013
712_4	712	31	female	no	WT	630_VPI 	630	VPI	colonized	12100000	2013
712_4	712	34	female	no	WT	630_VPI 	630	VPI	colonized	9400000	2013
712_4	712	37	female	no	WT	630_VPI 	630	VPI	colonized	14600000	2013
712_4	712	40	female	no	WT	630_VPI 	630	VPI	colonized	7800000	2013
712_4	712	42	female	no	WT	630_VPI 	630	VPI	colonized	105000000	2013
713_1	713	1	female	no	WT	630_Mock	630	mock	colonized	50000000	2013
713_1	713	4	female	no	WT	630_Mock	630	mock	colonized	36000000	2013
713_1	713	7	female	no	WT	630_Mock	630	mock	colonized	35000000	2013
713_1	713	10	female	no	WT	630_Mock	630	mock	colonized	9300000	2013
713_1	713	13	female	no	WT	630_Mock	630	mock	colonized	2500000	2013
713_1	713	16	female	no	WT	630_Mock	630	mock	colonized	28700000	2013
713_1	713	19	female	no	WT	630_Mock	630	mock	colonized	22000000	2013
713_1	713	22	female	no	WT	630_Mock	630	mock	colonized	13600000	2013
713_1	713	25	female	no	WT	630_Mock	630	mock	colonized	27100000	2013
713_1	713	28	female	no	WT	630_Mock	630	mock	colonized	50000000	2013
713_1	713	31	female	no	WT	630_Mock	630	mock	colonized	36000000	2013
713_1	713	34	female	no	WT	630_Mock	630	mock	colonized	19000000	2013
713_1	713	37	female	no	WT	630_Mock	630	mock	colonized	28300000	2013
713_1	713	40	female	no	WT	630_Mock	630	mock	colonized	17200000	2013
713_1	713	42	female	no	WT	630_Mock	630	mock	colonized	216000000	2013
713_2	713	1	female	no	WT	630_Mock	630	mock	colonized	178000000	2013
713_2	713	4	female	no	WT	630_Mock	630	mock	colonized	NA	2013
713_2	713	7	female	no	WT	630_Mock	630	mock	colonized	27100000	2013
713_2	713	10	female	no	WT	630_Mock	630	mock	colonized	23900000	2013
713_2	713	13	female	no	WT	630_Mock	630	mock	colonized	1500000	2013
713_2	713	16	female	no	WT	630_Mock	630	mock	colonized	31500000	2013
713_2	713	19	female	no	WT	630_Mock	630	mock	colonized	19000000	2013
713_2	713	22	female	no	WT	630_Mock	630	mock	colonized	15100000	2013
713_2	713	25	female	no	WT	630_Mock	630	mock	colonized	26200000	2013
713_2	713	28	female	no	WT	630_Mock	630	mock	colonized	21900000	2013
713_2	713	31	female	no	WT	630_Mock	630	mock	colonized	23000000	2013
713_2	713	34	female	no	WT	630_Mock	630	mock	colonized	81000000	2013
713_2	713	37	female	no	WT	630_Mock	630	mock	colonized	53000000	2013
713_2	713	40	female	no	WT	630_Mock	630	mock	colonized	10600000	2013
713_2	713	42	female	no	WT	630_Mock	630	mock	colonized	178000000	2013
713_3	713	1	female	no	WT	630_Mock	630	mock	colonized	34000000	2013
713_3	713	4	female	no	WT	630_Mock	630	mock	colonized	81000000	2013
713_3	713	7	female	no	WT	630_Mock	630	mock	colonized	28000000	2013
713_3	713	10	female	no	WT	630_Mock	630	mock	colonized	3000000	2013
713_3	713	13	female	no	WT	630_Mock	630	mock	colonized	1600000	2013
713_3	713	16	female	no	WT	630_Mock	630	mock	colonized	810000	2013
713_3	713	19	female	no	WT	630_Mock	630	mock	colonized	5100000	2013
713_3	713	22	female	no	WT	630_Mock	630	mock	colonized	11100000	2013
713_3	713	25	female	no	WT	630_Mock	630	mock	colonized	18800000	2013
713_3	713	28	female	no	WT	630_Mock	630	mock	colonized	11400000	2013
713_3	713	31	female	no	WT	630_Mock	630	mock	colonized	58000000	2013
713_3	713	34	female	no	WT	630_Mock	630	mock	colonized	12000000	2013
713_3	713	37	female	no	WT	630_Mock	630	mock	colonized	17900000	2013
713_3	713	40	female	no	WT	630_Mock	630	mock	colonized	17400000	2013
713_3	713	42	female	no	WT	630_Mock	630	mock	colonized	127000000	2013
713_4	713	1	female	no	WT	630_VPI 	630	VPI	colonized	63000000	2013
713_4	713	4	female	no	WT	630_VPI 	630	VPI	colonized	NA	2013
713_4	713	7	female	no	WT	630_VPI 	630	VPI	colonized	46000000	2013
713_4	713	10	female	no	WT	630_VPI 	630	VPI	colonized	24500000	2013
713_4	713	13	female	no	WT	630_VPI 	630	VPI	colonized	3600000	2013
713_4	713	16	female	no	WT	630_VPI 	630	VPI	colonized	15100000	2013
713_4	713	19	female	no	WT	630_VPI 	630	VPI	colonized	2140000	2013
713_4	713	22	female	no	WT	630_VPI 	630	VPI	colonized	2380000	2013
713_4	713	25	female	no	WT	630_VPI 	630	VPI	colonized	3700000	2013
713_4	713	28	female	no	WT	630_VPI 	630	VPI	colonized	6700000	2013
713_4	713	31	female	no	WT	630_VPI 	630	VPI	colonized	8900000	2013
713_4	713	34	female	no	WT	630_VPI 	630	VPI	colonized	3100000	2013
713_4	713	37	female	no	WT	630_VPI 	630	VPI	colonized	8400000	2013
713_4	713	40	female	no	WT	630_VPI 	630	VPI	colonized	6000000	2013
713_4	713	42	female	no	WT	630_VPI 	630	VPI	colonized	65000000	2013
713_5	713	1	female	no	WT	630_VPI 	630	VPI	colonized	32000000	2013
713_5	713	4	female	no	WT	630_VPI 	630	VPI	colonized	91000000	2013
713_5	713	7	female	no	WT	630_VPI 	630	VPI	colonized	29000000	2013
713_5	713	10	female	no	WT	630_VPI 	630	VPI	colonized	20900000	2013
713_5	713	13	female	no	WT	630_VPI 	630	VPI	colonized	900000	2013
713_5	713	16	female	no	WT	630_VPI 	630	VPI	colonized	26000000	2013
713_5	713	19	female	no	WT	630_VPI 	630	VPI	colonized	28000000	2013
713_5	713	22	female	no	WT	630_VPI 	630	VPI	colonized	20500000	2013
713_5	713	25	female	no	WT	630_VPI 	630	VPI	colonized	15600000	2013
713_5	713	28	female	no	WT	630_VPI 	630	VPI	colonized	22000000	2013
713_5	713	31	female	no	WT	630_VPI 	630	VPI	colonized	47000000	2013
713_5	713	34	female	no	WT	630_VPI 	630	VPI	colonized	5200000	2013
713_5	713	37	female	no	WT	630_VPI 	630	VPI	colonized	36000000	2013
713_5	713	40	female	no	WT	630_VPI 	630	VPI	colonized	24200000	2013
