Mouse 	Cage	Gender	Co_Housed	Genotype	Treatment_Grp	Treatment_1	Treatment_2	Colonization_stat	Day	Percent_weightD0	Experiment
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	5	86.91	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	6	92.15	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	7	92.15	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	8	97.91	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	9	96.86	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	10	98.43	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	11	98.43	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	12	101.57	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	13	103.66	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	14	103.66	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	16	105.24	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	17	108.38	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	19	106.28	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	20	107.33	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	22	109.42	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	23	106.81	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	25	104.71	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	26	104.71	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	28	112.57	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	29	105.24	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	31	110.99	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	33	112.57	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	34	109.95	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	36	114.66	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	37	113.09	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	40	115.71	2013
713_1	713	female	no	WT	630_Mock	630	mock	colonized 	41	117.28	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	0	100.00	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	1	100.56	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	2	103.89	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	3	102.22	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	4	93.89	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	5	93.89	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	6	96.11	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	7	96.67	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	8	97.22	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	9	100.00	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	10	101.67	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	11	101.67	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	12	98.89	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	13	102.78	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	14	101.67	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	16	108.33	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	17	103.89	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	19	107.22	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	20	107.22	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	22	108.33	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	23	103.33	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	25	106.11	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	26	108.33	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	28	110.00	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	29	108.33	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	31	111.67	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	33	108.89	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	34	110.56	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	36	114.44	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	37	112.22	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	40	113.89	2013
713_2	713	female	no	WT	630_Mock	630	mock	colonized 	41	115.00	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	0	100.00	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	1	102.54	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	2	102.03	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	3	94.92	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	4	93.91	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	5	90.36	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	6	89.85	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	7	93.91	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	8	98.48	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	9	97.97	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	10	102.03	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	11	103.05	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	12	99.49	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	13	102.54	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	14	103.55	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	16	105.58	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	17	107.11	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	19	110.66	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	20	108.12	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	22	110.66	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	23	108.12	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	25	108.12	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	26	107.61	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	28	112.18	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	29	108.63	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	31	111.68	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	33	112.69	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	34	109.64	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	36	114.72	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	37	111.68	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	40	116.75	2013
713_3	713	female	no	WT	630_Mock	630	mock	colonized 	41	115.74	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	0	100.00	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	1	102.31	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	2	101.16	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	3	100.00	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	4	93.64	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	5	91.91	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	6	93.64	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	7	94.80	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	8	95.95	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	9	98.84	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	10	98.27	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	11	100.58	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	12	101.16	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	13	103.47	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	14	102.89	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	16	110.40	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	17	108.09	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	19	106.36	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	20	109.25	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	22	108.67	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	23	102.31	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	25	106.94	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	26	109.25	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	28	109.25	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	29	106.94	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	31	111.56	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	33	109.83	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	34	110.40	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	36	115.61	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	37	112.14	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	40	116.76	2013
713_4	713	female	no	WT	630_VPI 	630	VPI	colonized 	41	118.50	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	0	100.00	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	1	100.00	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	2	101.63	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	3	98.91	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	4	98.37	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	5	91.30	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	6	93.48	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	7	97.28	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	8	101.09	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	9	100.54	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	10	103.80	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	11	103.80	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	12	101.63	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	13	104.89	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	14	105.43	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	16	107.07	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	17	107.61	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	19	111.41	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	20	109.78	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	22	110.33	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	23	107.07	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	25	109.78	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	26	110.33	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	28	112.50	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	29	107.07	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	31	115.76	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	33	114.13	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	34	111.96	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	36	117.93	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	37	114.67	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	40	115.76	2013
713_5	713	female	no	WT	630_VPI 	630	VPI	colonized 	41	117.39	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	0	100.00	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	1	102.14	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	2	100.00	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	3	92.51	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	4	96.26	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	5	95.19	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	6	97.33	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	7	96.26	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	8	95.72	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	9	98.40	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	10	94.65	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	11	95.72	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	12	95.72	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	13	96.79	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	14	100.53	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	16	101.07	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	17	100.00	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	19	104.81	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	20	102.67	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	22	104.28	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	23	105.88	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	25	103.21	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	26	101.07	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	28	105.88	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	29	104.81	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	31	106.95	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	33	106.95	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	34	106.95	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	36	108.02	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	37	109.09	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	40	107.49	2013
714_1	714	female	no	WT	630_Mock	630	mock	cleared	41	108.56	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	0	100.00	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	1	100.55	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	2	98.36	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	3	94.54	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	4	97.81	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	5	94.54	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	6	94.54	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	7	96.17	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	8	96.17	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	9	96.72	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	10	95.08	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	11	94.54	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	12	95.08	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	13	97.27	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	14	98.36	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	16	98.91	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	17	98.91	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	19	101.64	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	20	103.83	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	22	101.09	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	23	100.00	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	25	100.00	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	26	100.55	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	28	104.92	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	29	103.83	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	31	101.09	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	33	102.73	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	34	102.73	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	36	103.28	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	37	104.37	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	40	102.19	2013
714_2	714	female	no	WT	630_Mock	630	mock	cleared	41	101.64	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	0	100.00	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	1	102.34	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	2	106.43	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	3	93.57	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	4	87.72	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	5	89.47	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	6	95.32	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	7	95.91	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	8	97.08	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	9	98.25	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	10	98.83	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	11	100.00	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	12	97.08	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	13	98.25	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	14	99.42	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	16	102.92	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	17	103.51	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	19	102.92	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	20	104.68	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	22	105.85	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	23	104.09	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	25	104.68	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	26	104.68	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	28	107.60	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	29	105.85	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	31	107.02	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	33	109.36	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	34	108.19	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	36	107.60	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	37	109.94	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	40	107.02	2013
714_3	714	female	no	WT	630_VPI 	630	VPI	cleared	41	107.60	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	0	100.00	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	1	100.61	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	2	100.61	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	3	101.23	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	4	94.48	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	5	89.57	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	6	88.96	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	7	94.48	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	8	98.16	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	9	97.55	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	10	100.61	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	11	102.45	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	12	100.61	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	13	100.00	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	14	100.61	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	16	107.36	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	17	101.23	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	19	105.52	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	20	110.43	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	22	106.13	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	23	106.13	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	25	111.66	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	26	107.36	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	28	110.43	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	29	111.66	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	31	109.82	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	33	113.50	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	34	111.66	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	36	112.27	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	37	115.34	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	40	116.56	2013
714_4	714	female	no	WT	630_VPI 	630	VPI	cleared	41	116.56	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	0	100.00	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	1	101.10	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	2	99.45	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	3	98.35	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	4	96.70	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	5	86.81	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	6	90.66	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	7	93.96	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	8	95.60	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	9	97.25	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	10	93.96	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	11	97.80	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	12	96.70	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	13	98.35	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	14	99.45	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	16	93.41	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	17	96.15	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	19	101.10	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	20	102.75	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	22	101.10	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	23	96.15	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	25	103.85	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	26	102.20	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	28	103.85	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	29	102.20	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	31	101.10	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	33	107.14	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	34	103.85	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	36	105.49	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	37	106.59	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	40	104.95	2013
715_1	715	female	no	WT	630_Mock	630	mock	colonized 	41	91.76	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	0	100.00	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	1	97.33	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	2	95.19	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	3	95.19	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	4	89.30	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	5	87.70	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	6	89.84	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	7	90.91	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	8	93.58	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	9	93.58	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	10	92.51	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	11	91.98	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	12	92.51	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	13	94.12	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	14	96.26	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	16	97.33	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	17	97.33	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	19	95.72	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	20	97.33	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	22	101.60	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	23	99.47	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	25	99.47	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	26	98.93	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	28	98.93	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	29	97.33	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	31	101.60	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	33	100.00	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	34	100.53	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	36	105.88	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	37	104.28	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	40	103.74	2013
715_2	715	female	no	WT	630_Mock	630	mock	colonized 	41	91.44	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	0	100.00	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	1	98.91	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	2	97.81	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	3	99.45	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	4	92.90	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	5	89.62	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	6	93.44	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	7	93.99	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	8	96.17	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	9	94.54	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	10	93.44	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	11	96.72	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	12	95.63	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	13	95.63	2013
715_3	715	female	no	WT	630_VPI 	630	VPI	colonized 	14	97.27	2013
